label,T,delta,sum_cum_pnl,mean_cum_pnl,std_cum_pnl,n_pos_folds,sum_n_active,fold0_pnl,fold1_pnl,fold2_pnl,fold3_pnl,fold4_pnl
LGB_5seed,0.45,0.15,11.116477053355169,2.223295410671034,3.0121650753635496,4,98410,1.1294302694267726,2.1598768611500394,-0.2670711671810616,0.09044723186729468,8.003793858092124
LGB_5seed,0.5,0.0,10.724937573560402,2.1449875147120805,1.8854169690173026,5,42765,0.3979682051777971,3.706846656247787,1.643958024111031,0.059497713494440774,4.916666974529345
LGB_5seed,0.5,0.05,10.724937573560402,2.1449875147120805,1.8854169690173026,5,42765,0.3979682051777971,3.706846656247787,1.643958024111031,0.059497713494440774,4.916666974529345
LGB_5seed,0.5,0.1,10.724597124678684,2.144919424935737,1.8853605682531944,5,42764,0.3979682051777971,3.70650620736607,1.643958024111031,0.059497713494440774,4.916666974529345
LGB_5seed,0.5,0.15,10.718050651582528,2.143610130316506,1.8851113204778769,5,42753,0.3979682051777971,3.7020370830255405,1.6441404535039146,0.05723793534593138,4.916666974529345
LGB_5seed,0.5,0.2,10.658164007176026,2.131632801435205,1.879354835177012,5,42510,0.3791339824230937,3.6698841725908338,1.6511057849840016,0.0551655000672308,4.902874567110866
LGB_5seed,0.45,0.2,10.530810607066549,2.10616212141331,2.692394682353496,5,90968,0.7922816927432715,2.2930076177591623,0.1211859789887495,0.07738622494782382,7.246949092627541
LGB_5seed,0.5,0.25,10.306142964984621,2.0612285929969243,1.8295328257176853,5,40679,0.29689809741534356,3.656021038136511,1.6282520949183632,0.04831795819124606,4.676653776323159
LGB_5seed,0.45,0.25,9.991182082453827,1.9982364164907653,2.1029856925990744,5,74090,0.6475071773973725,2.673849270722913,0.7999336615674243,0.050414587600577376,5.81947738516554
LGB_5seed,0.35,0.25,8.812713804776935,1.762542760955387,2.0521382151825773,5,84930,0.8074248478031695,1.823640755617645,0.4375960442334452,0.050414587600577376,5.693637569522098
LGB_5seed,0.4,0.25,8.812713804776935,1.762542760955387,2.0521382151825773,5,84930,0.8074248478031695,1.823640755617645,0.4375960442334452,0.050414587600577376,5.693637569522098
LGB_5seed,0.4,0.2,6.829463897951616,1.365892779590323,2.8773694441919218,4,122856,0.7863786878114478,0.30589292810446117,-1.2935062756553743,0.0784823549813357,6.952216202709746
LGB_5seed,0.35,0.2,6.829463897951616,1.365892779590323,2.8773694441919218,4,122856,0.7863786878114478,0.30589292810446117,-1.2935062756553743,0.0784823549813357,6.952216202709746
LGB_5seed,0.4,0.0,6.525453881807464,1.3050907763614927,4.535894849671744,3,188120,2.513595943530305,-1.396237460639371,-4.068491724108096,0.17403568996223523,9.30255143306239
LGB_5seed,0.4,0.05,6.375505873864703,1.2751011747729406,4.496282480584273,3,186195,2.3068392089802705,-1.3003239715180508,-4.051822495798566,0.16031202778576803,9.260501104415281
LGB_5seed,0.55,0.25,6.314873397889484,1.2629746795778969,1.1596629164646504,4,14781,-0.012142862097286378,2.3691235368067494,1.1286610702926638,0.03429518630326776,2.79493646658409
LGB_5seed,0.55,0.0,6.312438299862672,1.2624876599725343,1.159148469338131,4,14795,-0.012142862097286378,2.3664532978485298,1.128896211224071,0.03429518630326776,2.79493646658409
LGB_5seed,0.55,0.15,6.312438299862672,1.2624876599725343,1.159148469338131,4,14795,-0.012142862097286378,2.3664532978485298,1.128896211224071,0.03429518630326776,2.79493646658409
LGB_5seed,0.55,0.2,6.312438299862672,1.2624876599725343,1.159148469338131,4,14795,-0.012142862097286378,2.3664532978485298,1.128896211224071,0.03429518630326776,2.79493646658409
LGB_5seed,0.55,0.1,6.312438299862672,1.2624876599725343,1.159148469338131,4,14795,-0.012142862097286378,2.3664532978485298,1.128896211224071,0.03429518630326776,2.79493646658409
LGB_5seed,0.55,0.05,6.312438299862672,1.2624876599725343,1.159148469338131,4,14795,-0.012142862097286378,2.3664532978485298,1.128896211224071,0.03429518630326776,2.79493646658409
LGB_5seed,0.4,0.1,6.019516684232023,1.2039033368464047,4.348707392852417,3,177397,1.81095856163627,-1.1337619065109124,-3.8365296281384946,0.09533932152340943,9.083510335721751
LGB_5seed,0.4,0.15,4.991536794285222,0.9983073588570444,3.5880831845048733,3,157157,1.1255962534354007,-0.7783758738377542,-3.0789520359170996,0.10813097752683577,7.615137473077839
